X,Y,Category,Outbreak,Location,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source
19.09424,13.60328,Measles,Measles,Chad,Africa,13.60328,19.09424,1/2011-12/2011,2011,8650,63,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
18.73221,15.45417,Polio,Polio,Chad,Africa,15.45417,18.73221,08/2011,2011,15,0,Cluster,"World Health Organization , ""Polio in Angola – high risk of international spread,"" July 19, 2010.",http://apps.who.int/immunization_monitoring/en/diseases/poliomyelitis/afpextract.cfm
16.61133,12.55456,Polio,Polio,Chad,Africa,12.55456,16.61133,1/2012-11/2012,2012,5,0,Cluster,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, November 20, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
21.79688,11.78133,Measles,Measles,Chad,Africa,11.78133,21.79688,3/2013,2013,4,0,Cluster,"Radio Dabanga. ""4 cases of measles emerge in Sudan refugee camp."" March 22, 2013.
",http://www.radiodabanga.org/node/45259
16.72346,12.45773,Measles,Measles,Chad (Hadjer Lamis),Africa,12.45773,16.72346,4/2014,2014,193,0,Epidemic,"Medicines San Frontieres. ""Chad: Despite mass vaccination, measles cases in N’djamena not decreasing."" April 1, 2014.",http://www.msf.org/article/chad-despite-mass-vaccination-measles-cases-n%E2%80%99djamena-not-decreasing
15.04451,12.1048,Measles,Measles,Chad (N'djamena),Africa,12.1048,15.04451,4/2014,2014,2511,0,Epidemic,"Medicines San Frontieres. ""Chad: Despite mass vaccination, measles cases in N’djamena not decreasing."" April 1, 2014.",http://www.msf.org/article/chad-despite-mass-vaccination-measles-cases-n%E2%80%99djamena-not-decreasing
14.100133,13.330266,Attacks,Announcement,Chad (Lake Chad),Africa,13.330266,14.100133,42644.0,2016,0,0,Announcement,"Reuters Africa. ""Health workers race to vaccinate 41 mln children against polio in Lake Chad - UN."" October 11, 2016.",http://af.reuters.com/article/topNews/idAFKCN12B258?utm_content=buffer693fb&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
-71.542969,-35.675147,Measles,Measles,Chile,South America,-35.675147,-71.542969,10/2011,2011,6,0,Cluster,"Measles outbreaks: Regions of the Americas, Europe and Africa. World Health Organization .",http://www.who.int/csr/don/2011_10_07/en/
-71.62036,-33.04565,Whooping Cough,Whooping Cough,Chile,South America,-33.04565,-71.62036,1/2012-3/2012,2012,643,5,Epidemic,"Nacional. ""Tos convulsiva: Se duplican casos y ya hay 5 guaguas fallecidas"", April 2, 2012.",http://www.lanacion.cl/tos-convulsiva-se-duplican-casos-y-ya-hay-5-guaguas-fallecidas/noticias/2012-04-02/184026.html
-70.66927,-33.44889,Measles,Measles,Chile (Santiago),South America,-33.44889,-70.66927,5/2015-9/2016,2015,9,0,Cluster,"PAHO/WHO. ""Region of the Americas is declared free of measles."" September 28, 2016. ",http://www.paho.org/hq/index.php?option=com_content&view=article&id=12528%3Aregion-americas-declared-free-measles&Itemid=1926&lang=en
104.51569,35.85121,Measles,Measles,China,Asia,35.85121,104.51569,01/2008-12/2008,2008,131441,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
114.341921,30.545861,Other,Typhoid Fever,China (Hubei)                              ,Asia,30.545861,114.341921,12/2008,2008,81,0,Epidemic,"Xinhua News.""Outbreak of typhoid fever under control in central China."" December 27, 2008.",http://news.xinhuanet.com/english/2008-12/27/content_10565268.htm
104.51569,35.85121,Measles,Measles,China,Asia,35.85121,104.51569,01/2009-12/2009,2009,52461,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
104.51569,35.85121,Measles,Measles,China,Asia,35.85121,104.51569,01/2010-12/2010,2010,3538,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
85.60547,35.38905,Polio,Polio,China,Asia,35.38905,85.60547,09/2011,2011,9,0,Cluster,"Reuter. ""WHO reports polio outbreak in China, warns of spread."" September 20, 2011.",http://www.reuters.com/article/2011/09/20/us-polio-china-idUSTRE78J48320110920
104.51569,35.85121,Measles,Measles,China,Asia,35.85121,104.51569,01/2011-12/2011,2011,9943,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
104.07074,35.74428,Measles,Measles,China,Asia,35.74428,104.07074,01/2012-06/2012,2012,2731,0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
91.75781,35.46067,Measles,Measles,China,Asia,35.46067,91.75781,1/2013,2013,27646,0,Epidemic,"Timmons, Heather. ""China's vast urban migration is creating a new measles epidemic."" Quartz. July 7, 2014.",http://qz.com/230782/chinas-vast-urban-migration-is-creating-new-measles-outbreaks/
104.195397,35.86166,Measles,Measles,China,Asia,35.86166,104.195397,1/2014-7/2014,2014,35677,15,Epidemic,"Pinghui, Zhuang. ""Measles makes a comeback in China as vaccination falters among migrants workers."" July 7, 2013.",http://www.scmp.com/news/china/article/1548296/measles-makes-comeback-china-vaccination-falters-among-migrant-workers
113.68758,30.57099,Measles,Measles,China,Asia,30.57099,113.68758,8/2015,2015,79499,13,Epidemic,"Herriman, Robert. ""Measles in Asia: Mongolia cases way up; Philippines and Vietnam, down significantly."" Outbreak News Today. August 24, 2015. ",http://outbreaknewstoday.com/measles-in-asia-mongolia-cases-way-up-philippines-and-vietnam-down-significantly-37715/
102.71,25.04581,Rubella,Rubella,China,Asia ,25.04581,102.71,1/2015-11/2015,2015,15,0,Cluster,"Wong Chung Yin Xuesong, ""Dulong Township rubella epidemic was promptly extinguished."" Nujiang. November 25, 2015. ",http://www.nujiang.cn/html/2015/gongshan_1125_33028.html
104.195397,35.86166,Other,Yellow Fever,China,Asia,35.86166,104.195397,4/2016,2016,11,0,Secondary,"World Health Organization. ""Situation Report: Zika Virus Disease,Yellow Fever, Ebola Virus Disease."" April 28, 2016",http://apps.who.int/iris/bitstream/10665/205686/1/WHOsitrep_28Apr2016_eng.pdf?ua=1
-74.07583,5.01806,Measles,Measles,Colombia,South America,5.01806,-74.07583,09/2011,2011,7,0,Cluster,"Cast, Sarah. ""Measles outbreak in Colombia, govt rushes to vaccinate 8 million ."" Colombia Reports (Baranquilla), September 16, 2011.",http://colombiareports.com/colombia-news/news/19039-measles-outbreak-in-colombia-govt-rushes-to-vaccinate-8-million.html
-73.49992,4.570868,Whooping Cough,Whooping Cough,Colombia,South America,4.570868,-73.49992,1/2011-12/2011,2011,14,14,Cluster,"""Altamente contagiosa: Alerta en Bogotá por rebrote de Tos ferina,"" Aporrea, July 11, 2012.",http://www.aporrea.org/internacionales/n217707.html
-74.07583,4.59806,Mumps,Mumps,Colombia (Bogota),South America,4.59806,-74.07583,09/2011-10/2011,2011,323,0,Epidemic,"HealthMap | Alert Summary. HealthMap | Global Health, Local Knowledge.",http://healthmap.org/a.php?929906&trto=en&trfr=en&pid4954
-74.07583,4.59806,Whooping Cough,Whooping Cough,Colombia (Bogota),South America,4.59806,-74.07583,9/2012-11/2012,2012,589,50,Epidemic,"""Pertussis - Colombia: Alert."" International Society for Infectious Diseases, November 8, 2011.",http://www.promedmail.org/direct.php?id=20121108.1400201
-5.54708,8.39989,Measles,Measles,Cote d'Ivoire,Africa,8.39989,-5.54708,1/2010-4/2010,2010,491,3,Epidemic,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
-5.54708,7.00189,Measles,Measles,Cote d'Ivoire,Africa,7.00189,-5.54708,1/2011-2/2011,2011,47,0,Epidemic,"Scott, Stearns . ""UN: Ivory Coast Measles Outbreak Linked to Political Crisis."" Voice of America (Washington), February 15, 2011.",http://www.voanews.com/english/news/africa/UN-Ivory-Coast-Measles-Outbreak-Linked-to-Political-Crisis-116246019.html
-5.71289,7.44962,Polio,Polio,Cote d'Ivoire,Africa,7.44962,-5.71289,1/2011-12/2011,2011,36,0,Epidemic,"Global Polio Eradication Initiative. ""Case breakdown by country."" August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
-5.543922,7.539381,Attacks,Violence,Côte d’Ivoire,Africa,7.539381,-5.543922,3/2014-5/2014,2014,0,0,Announcement,"Irin. ""Côte d’Ivoire: Unrest delays polio vaccination drive."" May 6, 2014.",http://www.irinnews.org/report/92659/cote-d-ivoire-unrest-delays-polio-vaccine-drive
15.2,45.1,Measles,Measles,Croatia,Europe,45.1,15.2,42767.0,42767,2,0,Cluster,"Pavlic, Vedran. ""Due to Anti-Vaccination Conspiracy Theories, Measles Return to Croatia."" Total Croatia News. February 19, 2017",https://www.total-croatia-news.com/lifestyle/16719-due-to-anti-vaccination-conspiracy-theories-measles-return-to-croatia
33.42986,35.12641,Measles,Measles,Cyprus,Europe,35.12641,33.42986,11/2011-10/2012,2012,1,0,Isolated,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
15.47296,49.81749,Measles,Measles,Czech Republic,Europe,49.81749,15.47296,11/2011-10/2012,2012,23,0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
18.233264,49.730533,Measles,Measles,Czech Republic (Moravia-Silesia),Europe,49.730533,18.233264,4/2017,2017,121,0,Epidemic,"Hengy, Claude. ""L'épidémie de rougeole continue sa progression en Europe."" MesVaccins.net. June 8, 2017.",https://www.mesvaccins.net/web/news/10828-l-epidemie-de-rougeole-continue-sa-progression-en-europe
9.50179,56.26392,Measles,Measles,Denmark,Europe,56.26392,9.50179,12/2008-1/2009,2009,6,0,Cluster,"C Groth, B E Böttiger, A Plesner, A H Christiansen, S Glismann, B Hogh. ""Nosocomial measles cluster in Denmark following an imported case, December 2008-January 2009."" Eurosurveillance. February 26, 2009. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19126
9.50178,56.26392,Measles,Measles,Denmark,Europe,56.26392,9.50178,11/2011-10/2012,2012,2,0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
9.501785,56.26392,Measles,Measles,Denmark,Europe,56.26392,9.501785,1/2013-12/2013,2013,9,0,Cluster,"Rasmussen, L.D. et. al. ""Phylogenetic and epidemiological analysis of measles outbreaks in Denmark, 2013 to 2014."" Eurosurveillance. October 1, 2015. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21254
9.501785,56.26392,Measles,Measles,Denmark,Europe,56.26392,9.501785,1/2014-12/2014,2014,8,0,Cluster,"Rasmussen, L.D. et. al. ""Phylogenetic and epidemiological analysis of measles outbreaks in Denmark, 2013 to 2014."" Eurosurveillance. October 1, 2015. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21254
9.50179,56.26392,Other,Diphtheria,Denmark,Europe,56.26392,9.50179,7/2015,2015,1,0,Isolated ,"Herriman, Robert. ""Europe reporting imported cutaneous diphtheria in refugees."" Outbreak News Today, August 1, 2015.  ",http://outbreaknewstoday.com/europe-reporting-imported-cutaneous-diphtheria-in-refugees-10571/
14.94141,-2.41628,Measles,Measles,DR Congo,Africa,-2.41628,14.94141,1/2010-12/2010,2010,4861,79,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9
21.758664,-4.038333,Polio,Polio,DR Congo,Africa,-4.038333,21.758664,11/2010,2010,63,0,Epidemic,"StarAfrica. ""Congo Dem Republic: DR Congo reports 63 cases of polio."" Portal to Africa, November 25, 2010.",http://www.energypublisher.com/article.asp?id=44070
15.371668,-4.310395,Polio,Polio,DR Congo,Africa,-4.310395,15.371668,8/2011,2011,3,0,Secondary,"Global Polio Eradication Initiative. ""Polio this week - As of Wednesday 16 November 2011."" November 16, 2011/",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
20.61035,-2.50409,Measles,Measles,DR Congo,Africa,-2.50409,20.61035,1/2011-12/2011,2011,134042,0,Epidemic,"World Health Organization. ""WHO: Measles deaths decline, but elimination progress stalls in some regions."" January 17, 2013",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
24.47754,-3.25021,Polio,Polio,DR Congo,Africa,-3.25021,24.47754,1/2011-12/2011,2011,93,0,Epidemic,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
26,-4,Measles,Measles,DR Congo,Africa,-4,26,1/2012-12/2012,2012,73844,2023,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9
24.73992,-4.12389,Polio,Polio,DR Congo (Katanga),Africa,-4.12389,24.73992,1/2012-4/2012,2012,17,0,Cluster,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, November, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
26.45,-3.050001,Measles,Measles,DR Congo,Africa,-3.050001,26.45,1/2013,2013,75,0,Epidemic,"Radio Okapi, ""Maniema: l’épidémie de rougeole déclarée dans la zone de santé de Kunda,"" January 8, 2013.",http://radiookapi.net/actualite/2013/01/08/maniema-lepidemie-de-rougeole-declaree-dans-la-zone-de-sante-de-kunda/
23.656,-2.88,Measles,Measles,DR Congo,Africa,-2.88,23.656,1/2013-12/2013,2013,81949,1297,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9
27.79778,-12.1975,Measles,Measles,DR Congo (Kasumbalesa),Africa,-12.1975,27.79778,8/2013-9/2013,2013,60,2,Epidemic,"Radio Okapi. ""Kasumbalesa: 60 cas de rougeole dont 2 deces en 40 jours,"" September 10, 2013.",http://radiookapi.net/actualite/2013/09/10/kasumbalesa-60-cas-de-rougeole-dont-2-deces-en-40-jours/
26.73333,-10.98333,Measles,Measles,DR Congo (Likasi),Africa,-10.98333,26.73333,2/2014,2014,204,2,Epidemic,"Radio Okapi. ""Katanga: more than 200 children suffering from measles Likasi."" February 27, 2014.",http://radiookapi.net/actualite/2014/02/27/katanga-plus-de-200-souffrent-de-rougeole-likasi/
27.13182,-4.64303,Measles,Measles,DR Congo (Lusangi),Africa,-4.64303,27.13182,2/2014,2014,76,2,Cluster,"Radio Okapi. ""Maniema: over 76 measles cases listed in Lusangi."" February 27, 2014.",http://radiookapi.net/en-bref/2014/02/27/maniema-plus-de-76-cas-de-rougeole-repertories-lusangi/
26.419389,-8.885115,Measles,Measles,DR Congo ,Africa,-8.885115,26.419389,1/2015-10/2015,2015,30000,428,Epidemic,"Ross, Aaron. ""Deadly measles outbreak kills 400 in southeast Congo."" Independent.ie News. October 16, 2015. ",http://www.independent.ie/world-news/deadly-measles-outbreak-kills-400-in-southeast-congo-34115712.html
26.41939,-8.88511,Measles,Measles,DR Congo (Katanga),Africa,-8.88511,26.41939,11/2015,2015,39619,474,Epidemic,"Doctors Without Borders. ""DRC: Katanga Measles Crisis Update - December 2015
."" December 29,2015. ",http://www.msf.org/article/drc-katanga-measles-crisis-update-december-2015
26.419389,-8.885115,Other,Yellow Fever,DR Congo ,Africa,-8.885115,26.419389,3/2016-4/2016,2016,16,0,Secondary,"World Health Organization. ""Situation Report: Zika Virus Disease,Yellow Fever, Ebola Virus Disease."" April 28, 2016",http://apps.who.int/iris/bitstream/10665/205686/1/WHOsitrep_28Apr2016_eng.pdf?ua=1
24.904221,-7.705275,Polio,Polio,DR Congo,Africa,-7.705275,24.904221,2/2017,2017,4,0,Cluster,"Polio Global Eradication Initiative. ""Polio This Week as of 21 June 2017."" June 21, 2017.",http://polioeradication.org/polio-today/polio-now/this-week/
-70.162651,18.735693,Other,Diphtheria,Dominican Republic,North America,18.735693,-70.162651,12/2016,2016,2,1,Secondary,"PAHO/WHO. ""Alerta Epidemiológica: Difteria."" December 16, 2016. ",http://www.paho.org/hq/index.php?option=com_docman&task=doc_view&Itemid=270&gid=37506&lang=es
-78.50538,-0.21217,Measles,Measles,Ecuador,South America,-0.21217,-78.50538,7/2011-12/2011,2011,169,0,Epidemic,"Univsision Noticia. ""169 confirmed cases since July."" December 19, 2011.",http://feeds.univision.com/feeds/article/2011-12-18/brote-de-sarampion-en-ecuador
-78.47519,-0.14648,Measles,Measles,Ecuador,South America,-0.14648,-78.47519,1/2012-9/2016,2012,203,0,Epidemic,"PAHO/WHO. ""Region of the Americas is declared free of measles."" September 28, 2016. ",http://www.paho.org/hq/index.php?option=com_content&view=article&id=12528%3Aregion-americas-declared-free-measles&Itemid=1926&lang=en
30.8025,26.82055,Mumps,Mumps,Egypt,Africa,26.82055,30.8025,10/2012,2012,583,0,Epidemic,"Herriman, Robert. ""Egypt mumps outbreak more than triples in one week."" Examiner.com. October 8, 2012.",http://www.examiner.com/article/egypt-mumps-outbreak-more-than-triples-one-week
25.51955,29.20317,Measles,Measles,Egypt,Africa,29.20317,25.51955,12/2014,2014,139,6,Epidemic,"Samy, Abdallah. ""Egypt is no longer free from Measles."" December 7, 2014.",http://tinyurl.com/n4jjexn
30.802498,26.820553,Measles,Measles,Egypt,Africa,26.820553,30.802498,1/2015-11/2015,2015,5000,0,Epidemic,"The Cairo Post. ""14.9M children vaccinated against measles across Egypt."" November 8, 2015. ",http://thecairopost.youm7.com/news/175543/news/14-9m-children-vaccinated-against-measles-across-egypt
-88.8965,13.7942,Other,Typhoid,El Salvador,South America,13.7942,-88.8965,7/2016,2016,477,0,Epidemic,"Oliva, Xenia Gonzalez. ""Alerta por alza de casos de tifoidea en El Salvador."" ElSalvador.com. July 11, 2016.",http://www.elsalvador.com/articulo/nacional/alerta-por-alza-casos-tifoidea-salvador-118699
-1.82983,52.47507,Whooping Cough,Whooping Cough,England,Europe,52.47507,-1.82983,1/2013-12/2013,2013,95,0,Cluster,"Express and Star. ""Case of whooping cough almost double in West Midlands."" May 5, 2015. ",http://www.expressandstar.com/news/local-news/2015/05/05/case-of-whooping-cough-almost-double-in-west-midlands/
-1.17432,52.35552,Measles,Measles,England,Europe,52.35552,-1.17432,2/2014,2014,10,0,Cluster,"Health Protection Report. ""UK measles cases in travellers returning from the Philippines."" February 7, 2014.",http://www.hpa.org.uk/hpr/archives/2014/news0514.htm#msls
-1.82983,52.47507,Whooping Cough,Whooping Cough,England,Europe,52.47507,-1.82983,1/2014-12/2014,2014,135,0,Cluster,"Express and Star. ""Case of whooping cough almost double in West Midlands."" May 5, 2015. ",http://www.expressandstar.com/news/local-news/2015/05/05/case-of-whooping-cough-almost-double-in-west-midlands/
-3.99946,50.77721,Measles,Measles,England,Europe,50.77721,-3.99946,5/2015,2015,2,0,Cluster,"Greaves, Paul. ""Measles warning for South Devon after two cases confirmed."" Herald Express. May 7, 2015. 
",http://www.torquayheraldexpress.co.uk/Measles-warning-South-Devon-cases-confirmed/story-26458727-detail/story.html
10.267895,1.650801,Measles,Measles,Equatorial Guinea,Africa,1.650801,10.267895,11/2008,2008,300,10,Epidemic,"Terra, ""Diez ninos mueren en distintos hospitales por una epidemia de sarampion,"" October 11, 2008.",http://terranoticias.terra.es/sociedad/articulo/ninos-mueren-distintos-hospitales-epidemia-2876425.htm
10.26789,1.6508,Polio,Polio,Equatorial Guinea,Africa,1.6508,10.26789,1/2014-12/2014,2014,5,0,Cluster,"Global Polio Eradication Initiative. ""Polio this week as of 24 December 2014."" December 24, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
25.01361,58.59527,Measles,Measles,Estonia,Europe,58.59527,25.01361,9/2011-12/2012,2012,3,0,Cluster,"Measles and rubella monitoring, Surveillance Report, October 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monitoring-oct-2012.pdf
40.51148,9.16591,Measles,Measles,Ethiopia,Africa,9.16591,40.51148,1/2008-12/2008,2008,3100,0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet. January 14, 2012.",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
40.57191,9.19412,Measles,Measles,Ethiopia,Africa,9.19412,40.57191,1/2009-12/2009,2009,4470,0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
40.58229,9.23953,Measles,Measles,Ethiopia,Africa,9.23953,40.58229,1/2010-12/2010,2010,8261,0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
40.489673,9.14501,Measles,Measles,Ethiopia,Africa,9.14501,40.489673,1/2011-12/2011,2011,3255,0,Epidemic,"World Health Organization. ""WHO: Measles deaths decline, but elimination progress stalls in some regions."" January 17, 2013",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
43.79085,6.66123,Polio,Polio,Ethiopia,Africa,6.66123,43.79085,1/2013-10/2013,2013,6,0,Epidemic,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
40.48967,9.145,Measles,Measles,Ethiopia,Africa,9.145,40.48967,3/2014-9/2014,2014,3322,0,Epidemic,"World Health Organization. ""Reported measles cases and incidence rates by WHO Member States 2013, 2014 as of 08 September 2014."" September 8, 2014.",http://www.who.int/immunization/monitoring_surveillance/burden/vpd/surveillance_type/active/measlesreportedcasesbycountry.pdf
42.0577,4.17552,Polio,Polio,Ethiopia,Africa,4.17552,42.0577,1/2014-12/2014,2014,1,0,Isolated,"Global Polio Eradication Initiative. ""Polio this week as of 24 December 2014."" December 24, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
37.39153,9.51359,Measles,Measles,Ethiopia,Africa,9.51359,37.39153,1/2015-3/2015,2015,929,0,Epidemic,"United Nations Office for the Coordination of Humanitarian Affairs. ""Weekly Humanitarian Bulletin Ethiopia."" March 23, 2015. ",http://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian_Bulletin_23_March_2015.pdf
37.43879,5.34045,Other,Diphtheria,Ethiopia,Africa,5.34045,37.43879,3/2015,2015,31,6,Cluster,"United Nations Office for the Coordination of Humanitarian Affairs. ""Weekly Humanitarian Bulletin Ethiopia."" March 23, 2015. ",http://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian_Bulletin_23_March_2015.pdf
162.97273,5.32828,Measles,Measles,Federated States of Micronesia (Kosrae),Asia,5.32828,162.97273,2/2014-8/2014,2014,393,0,Epidemic,"""Measles Outbreak Associated with Vaccine Failure in Adults — Federated States of Micronesia, February–August 2014."" CDC. October 2, 2015.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6438a7.htm?s_cid=mm6438a7_e
178.06503,-17.71337,Other,"Typhoid Fever
","Fiji (Navosa)
",Australia,-17.71337,178.06503,7/2009,2009,224,0,Epidemic,"Berger, Stephen. Typhoid and Enteric Fever: Global Status 2010 edition. GIDEON Informatics, September 17, 2010.  ",https://books.google.com/books?id=4TXHZ6AYiogC&dq=fiji+typhoid+outbreak+2009&source=gbs_navlinks_s
178.065032,-16.7199,Rubella,Rubella,Fiji,Australia,-16.7199,178.065032,8/2011,2011,28,0,Cluster,"Nabilivalu, Samison. ""Ministry confirms 28 rubella cases."" The Fiji Times Online, August 09, 2011.",http://www.fijitimes.com/story.aspx?id=177275
177.83638,-17.77484,Other,Typhoid Fever,Fiji,Australia,-17.77484,177.83638,1/2012,2012,42,0,Cluster,"Malo, Maciu. ""922 screened for typhoid in Nanoko zone."" The Fiji Times Online, January 7, 2012.",http://www.fijitimes.com/story.aspx?id=190152
178.0719,-17.69939,Measles,Measles,Fiji,Australia,-17.69939,178.0719,2/2015,2015,3,0,Cluster,"Naleba, Mere. ""Vaccination reduces chance of virus outbreak."" Fiji Times Online. February 23, 2015.",http://www.fijitimes.com/story.aspx?id=295940
25.74815,61.92411,Measles,Measles,Finland,Europe,61.92411,25.74815,08/2011,2011,5,0,Secondary,"HELSINGIN SANOMAT, ""Record number of cases of measles diagnosed in Finland this year,"" June 5, 2011.",http://www.hs.fi/english/article/Record+number+of+cases+of+measles+diagnosed+in+Finland+this+year+/1135269452855
24.0675,60.25117,Measles,Measles,Finland (Lohja) ,Europe,60.25117,24.0675,1/2014,2014,1,0,Isolated,"Yle Uutiset. ""Dozens of children tuhkarokkokaranteeniin - rokottamattomuus shut out of school."" January 24, 2014",http://yle.fi/uutiset/kymmenia_lapsia_tuhkarokkokaranteeniin__rokottamattomuus_sulki_ulos_koulusta/7050165
3.21453,46.227638,Measles,Measles,France,Europe,46.227638,3.21453,1/2011-12/2011,2011,14949,0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
-0.21973,44.59047,Measles,Measles,France,Europe,44.59047,-0.21973,1/2012-12/2012,2012,859,0,Epidemic,"TopActu.fr, ""La rougeole a fait six morts en France,"" January 22, 2013.",http://topactu.fr/sante/la-rougeole-a-fait-six-morts-en-france/18855/2013/01/22.html
7.44162,48.31818,Measles,Measles,France (Alsace),Europe,48.31818,7.44162,3/2015,2015,169,0,Epidemic,"Beckelynck, Anne-Camille. ""169 cas de rougeole."" Dernière Nouvelles d'Alsace. June 6, 2015. ",http://www.dna.fr/sante/2015/06/03/169-cas-de-rougeole 
1.85869,50.95129,Measles,Measles,France (Calais),Europe,50.95129,1.85869,1/2016-2/2016,2016,13,0,Cluster,"G Jones et al. ""Measles outbreak in a refugee settlement in Calais, France: January to February 2016."" Eurosurveillance. March 17, 2016.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21413
2.213749,46.227638,Measles,Measles,France,Europe,46.227638,2.213749,1/2017,2017,295,0,Cluster,"Herriman, Robert. ""France reports 6-times the measles compared to 2016, Health minister wants compulsory vaccines."" Outbreak News Today. June 19, 2017.",http://outbreaknewstoday.com/france-reports-6-times-the-measles-compared-to-2016-health-minister-wants-compulsory-vaccines-56528/
55.536384,-21.115141,Measles,Measles,France (Reunion),Europe,-21.115141,55.536384,5/2017,2017,5,0,Cluster,"Clicanoo. ""5 cases of measles diagnosed in Reunion Island."" May 5, 2017. ",https://www.clicanoo.re/Societe/Article/2017/05/05/5-cas-de-rougeoles-diagnostiques-La-Reunion_465202
-151.7414904,-16.5004126,Whooping Cough,Whooping Cough,French Polynesia (Bora Bora),Oceania,-16.5004126,-151.7414904,9/2015,2015,2,0,Cluster,"TNTV News. ""4 cases of pertussis since the beginning of the year in Polynesia."" September 5 2015. 
",http://www.tntv.pf/4-cas-de-coqueluche-depuis-le-debut-de-l-annee-en-Polynesie_a7658.html
